"iR","iE:iR","r","k1","k2","covidf","beta_pp","beta_cc:beta_pp","c1","c4:c1","v","z","d","d1:d4","v1ratio","covid.d.factor"
0.0860964795974553,0.07941599922747,1.15438459455678,5.02403201431152e-05,-5.73639410125635e-05,0.530902896718708,39.6057171288854,0.495514771156106,0.0861546710205489,0.604762087604691,0.0177979842992732,-0.045369778887905,0.724297696017334,0.505594308664184,0.440270030032843,0.522274708521529
0.0752118943113453,0.0884141876826054,1.00468499088041,6.2916122342092e-05,-0.000199988944265697,0.564485879337788,21.1120327975228,0.440553184854612,0.0564500737178093,0.398019660351876,0.0183062403277766,-0.0861626120697528,0.465276878091414,0.506502756353235,0.505870085350703,0.602720699655847
0.0935679754377801,0.0692167079760656,1.15060904294362,4.96475693212007e-05,-0.000113406349335003,0.278978606687323,20.0963187597506,0.413735988784892,0.147243377909597,0.654905575580002,0.0325655698068091,-0.0495049082466867,0.653895700125396,0.449409456131607,0.642370205189878,0.555148383226758
0.00599688665394643,0.0828414032053264,0.797228601964633,3.53661817102483e-05,-2.03585880561398e-05,0.5052148787944,34.6824921793677,0.415324221245541,0.0702145657251682,0.338273302084184,0.0344548050146977,-0.0662555200072378,0.927339148910996,0.405616508124629,0.0589253557466436,0.421431489000586
0.0311049171209987,0.0506907565009472,1.06674057688506,8.98453936991235e-05,-1.61481364380638e-05,0.467613207345689,17.3858285083529,0.311730642039639,0.0594418923395787,0.351665879024736,0.0414479778528602,-0.0688320347916024,0.673358666682569,0.522223689569859,0.198351336355709,0.45167165061757
0.0676465211186024,0.0177490738483015,0.716991395342164,8.60765952445846e-05,-0.000103641864727621,0.255398154853257,20.8829070400354,0.352922206691094,0.100320388028877,0.515898346349752,0.0553262055146702,-0.0771651815498038,0.652912479624851,0.466370080831368,0.286155750930465,0.508775745379482
0.0304576631738957,0.00634803790047444,0.932814246810623,9.39543839841592e-05,-1.91246739995363e-05,0.550240453657201,18.2227426629933,0.436577068156066,0.103929164840233,0.664427972778988,0.0184829641919117,-0.0915520818888512,0.703219106590236,0.993192598546902,0.11592856295174,0.430903907414502
0.0582258534949697,0.0304740581097313,0.700301000679284,6.42374351589405e-05,-0.000184129054205276,0.54250216239085,36.1460286288895,0.575574520795668,0.154112938383058,0.62078860399515,0.016324292589336,-0.0801779642513107,0.486312787975417,0.980158831200283,0.674071603364544,0.614817459246656
0.0856058756208375,0.0515082147478422,1.10315343670116,2.23155624689884e-05,-4.12021262092982e-05,0.281954601591344,36.3759239184624,0.224892956078208,0.135239730161945,0.215365955796869,0.0503317315304147,-0.0881615574206839,0.990520670848433,0.836475765398284,0.739141954961931,0.463422710503382
0.0369178533462039,0.0855779694182591,0.957178971472615,3.30989738360536e-05,-9.99345057406005e-05,0.380001778992293,16.1615294026723,0.281859077035077,0.124967072462982,0.605456119464477,0.024491736736688,-0.0536260775714996,0.732582689203788,0.528001218471956,0.78175929388823,0.693236814250355
0.0945267710957639,0.0784036679329808,0.708814150111796,1.04129092991096e-05,-4.71460192489958e-05,0.32620798537158,27.8551360915136,0.480678549188903,0.0682023489550051,0.627452014990034,0.0257176575795398,-0.0122807198563769,0.785399819327798,0.595116061556712,0.432827172822862,0.675225666048052
0.0303025337510524,0.0613494060948645,0.639313149992726,2.85849742800463e-05,-0.000173013998005989,0.322661306959856,27.7553421012964,0.285684874580304,0.125651266716829,0.614719754428486,0.0365631291489582,-0.102765950421683,0.9493035253515,0.637251349675516,0.484025155790926,0.448412773859664
0.019186213254738,0.00370459951066545,1.0448102762298,5.38605289455247e-05,-0.000168445582245483,0.574300029076356,12.2809910454042,0.301225079316615,0.0774906608796461,0.277882523360041,0.0401269722531588,-0.0809987998956046,0.547767778046848,0.974956470827525,0.712960239863489,0.596573247380694
0.0835132583214027,0.0136632523714332,1.09532191105834,8.06114140355051e-05,-4.16824234182985e-05,0.499511945691864,26.5757527817273,0.361803587332771,0.0513224243463048,0.571867399753847,0.0538500955183447,-0.0997654926880697,0.806290191050945,0.658138388975896,0.737728861505631,0.623939257584629
0.00534234691440009,0.0554485192555493,0.90199924351098,1.65106553230621e-05,-1.96652492119783e-05,0.379452157721222,20.7929462083662,0.345162152456275,0.117768614744861,0.426398104496029,0.0434697013076589,-0.0817518726199547,0.948327327819029,0.411192821859941,0.5158595381695,0.634988580555562
0.0820690899892196,0.0860982805411327,0.432104583866824,6.19510726648057e-05,-3.21502734404321e-05,0.283983844317445,22.8474021422653,0.494382923381651,0.078560741953655,0.248981114359611,0.0364959542033961,-0.0680503509788937,0.920217189721158,0.667122704908112,0.172690602208177,0.464215069412231
0.00447371609200526,0.0479160089292072,0.837099199668202,2.81706427068333e-05,-0.000115538037484619,0.383212017163832,12.8744529378251,0.396411632947593,0.157656696964616,0.597102555018306,0.0108137117424204,-0.0222080220145988,0.943228268899256,0.997745997069497,0.0342049098149873,0.413272307944042
0.0989903655659553,0.0724905679825835,0.477778411570773,8.4109728230359e-05,-0.000167226843123625,0.32998397612016,33.2894868510938,0.44459820071285,0.0704434693738306,0.620379411244222,0.0143933199319135,-0.0898376684974344,0.658587613899261,0.928055770182749,0.058477093044358,0.415781387850572
0.0709739414916346,0.0336071799191959,0.933234775149473,2.10735408054804e-05,-0.000120925375382641,0.43676646116329,27.6801850068546,0.536883758452504,0.112546009292951,0.458061480486649,0.0393916054437325,-0.0402098138423287,0.441971966647124,0.811667613100773,0.152263403684522,0.674405892262887
0.0870127457022066,0.0443259947521766,0.982199412938068,9.97204329278437e-05,-5.43467773648972e-05,0.310003746019766,34.2237951008021,0.223367726463918,0.15835785153839,0.281267612101433,0.0339261716843156,-0.0512563885161009,0.796033515638858,0.677484243853716,0.699726310462536,0.574729549327679
0.0042835292079787,0.0867888713963546,0.748802157256776,4.74000191562413e-05,-0.00012871656599855,0.499602582177252,11.1632796049118,0.496258549551635,0.104620540298251,0.403091902018719,0.0589260002703173,-0.0578812291443627,0.889648603398353,0.517045815141359,0.672873842267087,0.613030285584065
0.0841967298590802,0.0561727012645874,1.1291207917212,6.16814823172265e-05,-0.000110540984170469,0.264349711751686,28.6010445367289,0.594689705494822,0.129723168343328,0.666499407878766,0.0243565594145252,-0.0545478087540584,0.588983499031607,0.876311903750338,0.54974063479846,0.584225738669746
0.0648987922446278,0.0878292757538521,0.585682983609592,9.58851707957755e-05,-8.01372142169718e-05,0.352824270367238,31.2804693710851,0.382527882513031,0.146352086670242,0.682657231951443,0.0407102605029863,-0.0531142297273905,0.565869913424039,0.500655438978877,0.55299342234293,0.430278395032743
0.0397117658033496,0.0684891355441214,0.955301292031235,7.26176729887002e-05,-0.000152735307645414,0.46614972220388,24.1459593016608,0.212735964198224,0.107725546312144,0.504126690823934,0.0301563285302953,-0.0995802175156446,0.467577140193898,0.850197756432369,0.0774829888253783,0.535202114458731
0.0565065920515804,0.0122117822552496,0.914794899429521,6.84089865173423e-05,-7.07448815353913e-05,0.481569958351401,12.7584728087718,0.409140079330311,0.0915529842598845,0.37111272824055,0.0257766967673437,-0.0718425338938964,0.652418244024552,0.677140896715689,0.535719997451408,0.557427709501423
0.0346924255493759,0.0749057128218878,0.727825649713492,6.60792198458244e-05,-8.67131577089049e-05,0.280009013956044,24.4815624017408,0.478557298336054,0.0627955165310755,0.406820373459215,0.0350204514306465,-0.0490779537829423,0.506553083208343,0.498453734836448,0.0548349574192738,0.666530821264954
0.00472858631643881,0.044789641438286,1.05603479933054,3.93054893187969e-05,-0.000164027883660409,0.368791725856698,15.1230803522142,0.529742330752127,0.116727911755542,0.229892909432917,0.0474947454043586,-0.065570034390674,0.858155847655842,0.985156753252679,0.710878206561863,0.606190269858809
0.0694883857364083,0.0631333005210327,0.949610921894875,8.2421473700956e-05,-0.000119340654940465,0.511104638404085,28.847602157318,0.292955399638166,0.120147942339471,0.402252514866336,0.0495190360070284,-0.0579465329529306,0.49092512145685,0.911699403735297,0.655613799950729,0.605346125986846
0.00288281166417578,0.0086402055804332,0.342634997043782,6.31278271250567e-05,-3.03896658325824e-05,0.393351014604245,36.6054395216727,0.562654827865834,0.153721625572743,0.570628595334905,0.0552889857712939,-0.0646813669828581,0.768074510525726,0.421591729994956,0.618365901362461,0.450574409566703
0.040540139641633,0.0819417613893214,0.793362500795326,4.15494767608494e-05,-1.92279791831815e-05,0.323476151078113,32.9999482756387,0.526840650259176,0.0849102160409077,0.483115447236458,0.0457349077480147,-0.0253373083013382,0.808696398234414,0.586398952793283,0.624645283817314,0.461372896983451
0.0943233669141805,0.0991757710276081,1.17027833454553,5.44742538088653e-05,-1.00601786047267e-05,0.344400267673249,34.5586867997283,0.551845616947859,0.134632427438414,0.681082418596023,0.0254460017080652,-0.084362621827987,0.505718553015543,0.518744194723479,0.802893005876026,0.511727827070537
0.0338148129419165,0.0365022647468386,0.984279536316683,9.38717271597777e-05,-2.83302195689525e-05,0.393765310467291,12.9545916844904,0.553520763810786,0.114095448074021,0.207140735939417,0.028566410746309,-0.0110938905174192,0.628013794296235,0.770364415609324,0.378446111015587,0.630785705925501
0.0631442676005444,0.0584672067470574,0.813595511214738,5.55885530226422e-05,-0.000142548695542931,0.589826887347468,31.6256579200993,0.265346004661421,0.137388526616592,0.247577224894504,0.0579739967315419,-0.0780801412533697,0.508443876697076,0.641904974548426,0.317760491876242,0.685680073227268
0.0225600953497468,0.0625897915657888,0.953431706799008,6.45648102413863e-05,-0.000170883984280788,0.30911648441758,24.5672949766042,0.334943411533069,0.110960032327106,0.257296973915577,0.0328883725307571,-0.0917789378422382,0.937319159526657,0.654169391637621,0.0963339233053848,0.557722577719926
0.0318541423388337,0.0395282959568331,0.476437796417903,2.06663565485622e-05,-0.000138536436057197,0.519828223204147,22.8250916411472,0.216657166249647,0.125256912604501,0.207228931141746,0.0346578301315584,-0.0343414564073225,0.468188930440694,0.566533710958529,0.750396534552022,0.549761756482511
0.00643836804529845,0.0296875136236525,0.621452630684827,2.57553613960813e-05,-9.47698356711205e-05,0.337774792836358,20.6607742546406,0.472790716091574,0.117622638477839,0.265913643136427,0.0376985057829957,-0.0276078616486839,0.694137070855312,0.550760327285947,0.188415128660466,0.623317212745571
0.0157385983708715,0.00363526510259942,0.897206610275293,2.22327412024862e-05,-3.63793118558692e-05,0.311495817027598,10.1455758147757,0.238581261406932,0.0960367841013482,0.667587402794122,0.0411927612583192,-0.0109628879165323,0.683359924389003,0.535989332041564,0.291320418092189,0.578535382720176
0.0270954845167488,0.0793772053352391,0.780600053144549,2.03500226917886e-05,-6.71456534033152e-05,0.52642603775023,11.136965180072,0.508741762116365,0.0823685452171594,0.555753510336702,0.0543143740375681,-0.0872760581998962,0.571803290979052,0.838810555846291,0.698407446183575,0.685825010783621
0.0441754309511002,0.0835448820617132,0.443658604864986,9.58261567035085e-05,-1.58396567854968e-05,0.274008947069943,12.9452749267872,0.445901491774898,0.114778889674383,0.663363282589397,0.0188038696606876,-0.0849047507342906,0.7890104744168,0.791295752485935,0.137317649986905,0.622488739512232
0.0019894982324593,0.00680342660272005,0.573925836564973,6.08120839667716e-05,-0.000105785635809762,0.353406497588385,22.6845169082237,0.553177429011712,0.0871551707805453,0.3316815471213,0.0329015353637359,-0.11708986209679,0.866773139238171,0.54756449245126,0.940460602200978,0.55913141438209
0.0433425159515243,0.084265860118457,0.508024223843683,7.64482812663703e-05,-8.18802286524054e-05,0.257128028879187,26.222889526845,0.396593781961439,0.109991545897669,0.664773517844228,0.0375116239188743,-0.0380220937696728,0.799041044669365,0.721442412863486,0.399394818034954,0.427032280256087
0.0236905851773582,0.0540257184448329,0.527211201716121,8.15405474530836e-05,-9.18579222842772e-05,0.354233403730001,15.782973448257,0.499137015258272,0.148363845561564,0.255884082480567,0.0402764932393834,-0.11590007108735,0.630779380232794,0.406428180142213,0.839667072161101,0.539963475753786
0.0258659450904745,0.0577863028968617,0.604942079487629,9.26632056112844e-05,-9.24567211250821e-05,0.457489346580138,25.9040767866955,0.207469544113769,0.147462657532671,0.622008943099335,0.0513732639457332,-0.0139314234914056,0.909354028432164,0.952535623962013,0.815535373125769,0.632060559842992
0.00107494756018764,0.0651662391273153,0.755049993347959,5.66881276386348e-05,-0.000194190564845951,0.295047723591723,14.4875799606834,0.536729754721684,0.116610648158737,0.281112100209963,0.0383106620463737,-0.0184591034292825,0.592845107495226,0.879073657228844,0.2224035863673,0.519143214505794
0.00137876161394757,0.0197351914282523,1.18337275470109,4.359740267521e-05,-0.000184649442076997,0.407447477712537,30.5913132477109,0.417644365246128,0.0765291315339521,0.671084134264927,0.0249969144721166,-0.0665847229879862,0.835687136022793,0.685101428808505,0.862578382260244,0.665568514852738
0.0871806781244373,0.0181507441602265,0.595844231856242,4.05532530190283e-05,-7.1221491474451e-05,0.382948844759329,28.2292997876694,0.580138079876639,0.0957516587329974,0.326483728445213,0.0190031941038556,-0.0550121443676638,0.998942968552373,0.435659250699682,0.133423110628966,0.659322629585932
0.0858449683768479,0.00887517141787701,1.05287337565538,9.52730376287037e-05,-7.07242133175543e-05,0.459278354679164,14.8658953540609,0.516923090890236,0.153493907782805,0.672201079377672,0.0430511741117225,-0.104702231085352,0.480827758922242,0.854843677405082,0.575419880451324,0.594639228572417
0.0653140360517023,0.00531791428105715,0.655526923950249,7.16763815604034e-05,-2.85361542833566e-05,0.327758892508185,37.8986113800597,0.326683968266069,0.108772309795366,0.212837594149789,0.0544898587262064,-0.0306488358535742,0.563889033855544,0.523585929669812,0.415711953574636,0.504233122558286
0.00449666290689358,0.0563236041135251,0.552401677218452,2.9532793642953e-05,-3.44213849183413e-05,0.277585301496985,13.2754340875614,0.322568219363224,0.118533118042295,0.651892640277821,0.0142194317093391,-0.110156713123745,0.816519390840037,0.951328129847906,0.974263266686816,0.536355071599921
0.0664630075559618,0.0141047065330632,0.721234809993091,9.50691578025418e-05,-8.86082694506428e-05,0.478004892637053,23.8746721009281,0.500223598118685,0.0768038615795008,0.495877146929308,0.025009390269053,-0.0467139528314567,0.56614438044182,0.847530415038345,0.680944235225751,0.563219992695423
0.0457586045808312,0.0682967414149841,0.882412977040443,5.05565167606133e-05,-0.000119829610974877,0.513590436313193,35.9240346411476,0.393359885721623,0.128429975065819,0.542966475452995,0.0414777581215021,-0.0915042346636578,0.623625296513317,0.788711126308749,0.165268620508645,0.641530100829317
0.0658567725737994,0.0450478713304264,0.786416862896061,8.2373869843178e-05,-7.14461349507771e-05,0.384108255043075,36.5130016975035,0.414488260198943,0.14519713708888,0.558335981899135,0.031533096794885,-0.0645661495846432,0.610720182884531,0.579592713867687,0.736175406520643,0.601214141553571
0.0349458511310525,0.0337339659322754,0.951302876850357,7.51900455950317e-05,-4.76207372254467e-05,0.538434837508694,37.6837227245769,0.26676457991569,0.147578416167337,0.417811768926214,0.011484097298192,-0.0291350235058903,0.502507531631505,0.8053338580471,0.596513456962847,0.519397901335894
0.0219696841412855,0.0617482372289075,0.956798205591319,2.58044579278887e-05,-0.000171982239455872,0.265979733090584,23.4017302069208,0.411609667852117,0.0806171001677766,0.36551438796365,0.0350434988659224,-0.0870617825070699,0.771836978019495,0.722575684111379,0.195264651914903,0.434955742193689
0.0125355871414572,0.0972283170346314,0.475989049841207,6.25324659147998e-05,-8.4043970274739e-05,0.265276124132754,16.3341513794963,0.527631505678315,0.135014509504538,0.632802531531313,0.0228746894668089,-0.0875627780971824,0.908172468688618,0.824043073798064,0.438167286152563,0.634578199316724
0.0509875767457719,0.0582266790971699,0.377025111254677,7.15450480746082e-05,-0.000161312017309275,0.458795179409386,12.0336950100469,0.489077816067822,0.103795914293611,0.310486743147369,0.0515223365890095,-0.064063966619554,0.699692068592692,0.728731123543205,0.197573877063735,0.447368602899439
0.0941150268976764,0.019063748455474,1.07790979428103,2.2642028451215e-05,-0.00019480465474294,0.522601381250537,24.9276205326733,0.474771266648546,0.133628762391262,0.607046579188551,0.0449756399646906,-0.015853029349288,0.611832270652195,0.930304701823043,0.485013516380296,0.699938714014459
0.0635306190852908,0.06181224816433,0.954415251915785,8.75063089392893e-05,-0.000181629285346656,0.298642135476814,18.6813986986456,0.512248207899804,0.069658026693773,0.577174494332091,0.0376826970167613,-0.0476885626404864,0.573284747239109,0.531715365517978,0.448334162473601,0.54704640167912
0.0852781907968412,0.0259364879130668,0.569588265109761,1.78854554887232e-05,-4.01918755339039e-05,0.455448245148788,25.3081378157227,0.483312169343326,0.14674398511268,0.385138109272424,0.0556663510706353,-0.0828283138951488,0.86953173333006,0.487890437287325,0.96293171080326,0.478935409332416
0.0307223575203321,0.07618688429549,0.717681032231217,5.56693598013953e-05,-0.000161215810963001,0.501479292437547,32.2708821919654,0.452162714968901,0.0532447246081778,0.274480220888082,0.0271135005530979,-0.0376895219191086,0.738461631542491,0.916951166829281,0.206570253447319,0.630222263513342
0.0587905708151691,0.0560964050415627,0.805796184163238,5.16657972393604e-05,-5.91915317693958e-05,0.452803775630344,20.3794558861875,0.507580574980906,0.128501424145734,0.560045315732054,0.0352069610393024,-0.053592656247123,0.785470469773421,0.873036498829955,0.552318046138622,0.639594906936842
0.00647721807457735,0.0667085680058674,0.351725840349239,7.74835380294337e-05,-1.80009832252834e-05,0.270976864927142,29.9308684768202,0.354993917429509,0.0712738947788059,0.579188504801714,0.0175339748171663,-0.0951224677744065,0.974079485619115,0.807688079436263,0.277720214335869,0.632710049987468
0.019469165588498,0.0660771242381079,0.961943348243041,5.71972837407514e-05,-5.97663363794214e-05,0.443908527903841,36.0885269608046,0.227247797487024,0.102777821550679,0.637793617142869,0.0398192158270588,-0.0947773892992168,0.744536358877551,0.825602610973176,0.667774852327847,0.542325149858161
0.0642675371459018,0.0433512881638349,0.415795283721574,5.04449580625468e-05,-8.47731749021968e-05,0.575730620258026,17.8207265254809,0.421134067013611,0.0716196721531233,0.422794386635146,0.0551757009994627,-0.0570753792016022,0.508144513705419,0.938809648376238,0.735629358788875,0.543631051515904
0.0890498131277522,0.0427425024184263,0.695641772130132,1.1943357609252e-05,-0.000180201245089667,0.477100660882576,34.0870666704513,0.26983604564822,0.133318736038782,0.689703532724991,0.0269434621573348,-0.0715082140173584,0.422431768213399,0.650422385113174,0.013113671091618,0.510998530564271
0.0630350729563413,0.0355190976581371,0.776862730585691,9.96912724206038e-05,-0.000162145785753354,0.544009338006292,15.1167043411848,0.385700985022541,0.0821405556416418,0.323025354163954,0.0214441613642576,-0.035094478336436,0.53259127664282,0.766237611064594,0.576951802061715,0.454945022342796
0.0693947135206696,0.0102134730419034,0.960293776356988,7.74115908093168e-05,-0.000124940173622658,0.315080961839672,23.1386731094564,0.320645742012064,0.105716145778277,0.488468493087295,0.0513421987997562,-0.106748579897019,0.754136803525174,0.455647720178729,0.256022525397362,0.614285465008486
0.0597290673248532,0.0509942512036395,0.621937936956924,8.65358038051822e-05,-0.000185769956374667,0.592921968831801,29.3390720307245,0.511193617842564,0.152694479300649,0.539708235177716,0.0226187056167594,-0.115150004732803,0.857217582449457,0.629994164790306,0.443640651452666,0.441068464596686
0.0323985792759885,0.0632331276392914,0.870050654724869,6.34395226458833e-05,-5.6997755109584e-05,0.382065925069095,33.4007879007608,0.505102575315752,0.0609214241653557,0.209748254230828,0.0317178650362223,-0.0896785338161544,0.436352620491711,0.904826424598182,0.243412159277359,0.467141124541592
0.00680360938906788,0.00318279652353078,1.04292710616568,1.12068420336279e-05,-9.81126112673688e-05,0.578694829893578,39.5185013739415,0.297792021410757,0.073677439767477,0.618111722463897,0.0535794477452524,-0.119643501778063,0.923691234782338,0.584170019791462,0.067614713246158,0.654705834167916
0.0233864642234063,0.072760115148626,0.557731697857194,6.44556967091095e-05,-0.000160658637084865,0.594031229307716,14.9491548287706,0.386795009180903,0.12744878642436,0.288019176113652,0.0525238394089198,-0.0583231049665863,0.946888288443675,0.434630647943961,0.931166186272089,0.66715353437406
0.0548840062176278,0.0678944818456288,1.115323722299,9.11472618320165e-05,-3.46715193531802e-05,0.571487052247514,37.8535974737396,0.433122844862069,0.152202146279562,0.286896367465495,0.0453936101500217,-0.111942800202838,0.411559767933143,0.533735833409894,0.754538783279248,0.488465859947377
0.0217984107129341,0.0111440880754861,0.877960188658652,3.56058014460513e-05,-0.000190294818015175,0.262617788920982,30.0454013220454,0.249574976735252,0.0582382222231672,0.424734916693803,0.0379285096542367,-0.0558872924341657,0.623398864076706,0.466196584864659,0.365869808488603,0.58968197088819
0.0463089687338639,0.086704481804164,0.469585415749904,4.61997688597674e-05,-0.000124298180988017,0.304480980717554,30.2848956881114,0.234307907412884,0.0611257611954096,0.303372907356437,0.0307171909342559,-0.0987938069794086,0.924196868017968,0.981634520921484,0.916370275778851,0.654263724096911
0.07329910577327,0.0760173451506165,0.327944051265484,6.36112447879743e-05,-0.000187321858763749,0.275461703910884,24.9427278884756,0.554269279255873,0.0615763487767708,0.262525177709525,0.0424345664335027,-0.0357562517592513,0.745060137990164,0.738378696171613,0.693205736176654,0.547980696720025
0.038873786928308,0.00919939063651566,1.09652255082219,5.32232618663623e-05,-4.66523310701215e-05,0.488813719302781,21.6142769280518,0.363569869270766,0.0591566366125178,0.228415922408186,0.0424293900457327,-0.0267574716177342,0.578230077516846,0.960437880032836,0.925936888105624,0.51875342787616
0.0379968362590479,0.0306914691565998,1.16261632903651,9.987995321478e-05,-0.000165862061883672,0.502385921107465,25.4016648515081,0.413135653322935,0.100901070052166,0.435993062123152,0.0521979399383456,-0.0755248190867901,0.626480212330073,0.920023948273808,0.0960496898394388,0.467948821932008
0.0618133011424447,0.0758958553522057,0.748339684453583,2.63039015227906e-05,-4.26485512409864e-05,0.507197605491977,28.925796311812,0.404020064704337,0.114898958897504,0.628170549511793,0.0186515276786134,-0.0404626550985073,0.761941505530011,0.936820496374369,0.415539145795163,0.463537490354665
0.0713666862672288,0.056283499664997,1.11766595495478,2.61122117934469e-05,-5.01663607033738e-05,0.431055006055837,24.4391748201079,0.55802292014438,0.0952194641779713,0.244940360291783,0.0170052100378399,-0.0670097250772648,0.483757492305106,0.465970081529254,0.626798399084015,0.61584021043973
0.0980841921056126,0.0821149453531515,0.896156330730999,7.24240524090733e-05,-0.000110585868166819,0.293071743064696,21.0342427741014,0.44310397729439,0.0798596895446364,0.238863053646637,0.0549549857732995,-0.0983025074467878,0.753086120103765,0.626622399737174,0.154624818660707,0.656115282369964
0.0359514420618436,0.00989429774041153,1.13967728197854,8.61940260833385e-05,-0.000114737331502795,0.257278481355511,19.0562110799435,0.343769840476569,0.123173276827909,0.554073100337526,0.0568624175094611,-0.0131196611824942,0.673157326867944,0.734009714314295,0.686359456626776,0.646302210526192
0.00777042967015845,0.0778118706358119,1.07077042626499,4.55624781056121e-05,-0.000139468714305383,0.274812222177128,33.4214920156403,0.200321728206084,0.075675485518889,0.664591326779259,0.0332984863279737,-0.0520910197128899,0.821742726099025,0.989106197247189,0.124987378572968,0.460082682521199
0.0620741239090684,0.0718037848558107,0.646847218753444,8.67782324332465e-05,-0.000105921679066007,0.445104024108767,39.5093210035423,0.541711234645577,0.05702507614886,0.600499869605177,0.0124803196820042,-0.0791627224311271,0.835358209832897,0.852405824640673,0.090691924115022,0.604888556123129
0.0508690882671705,0.0826675765728784,0.323880896580848,5.93687567825452e-05,-0.000132533765055278,0.510551195744157,33.223926156566,0.471539681704404,0.144056943765395,0.238342629749794,0.017678391080567,-0.0793615749825886,0.616631966093602,0.860499213334871,0.88831416433809,0.439061320249341
0.0502919013502185,0.0334650449625529,0.677067238557036,6.31432764407829e-05,-1.60573718458251e-05,0.25402379048741,37.7841628281074,0.211623323200829,0.136846671144711,0.599047325292835,0.0371880088325512,-0.0840017231522896,0.466605359350145,0.54585600332194,0.620152563954626,0.443577182299644
0.0133665726646106,0.0574415803032596,0.688029219037341,1.94042573452601e-05,-0.000197444796347529,0.494613030306118,11.3936879217438,0.40313790802313,0.081555408124985,0.317272927268525,0.0421551677852559,-0.0999523662278149,0.52658188019488,0.713510509393038,0.721039294020816,0.498329320555693
