"iR","iE:iR","r","k1","k2","k3","covidf","beta_pp","beta_cc:beta_pp","c1","c4:c1","v","z","d","d1:d4","covid.d.factor","p"
0.0860240699070801,0.00129657985349675,0.414040020491974,1.79949487765258e-05,0.000136063648411364,0.000493700210768584,0.692332630316727,18.6409228779007,0.359588252643713,0.146395121840797,0.427958163791879,0.161684922652209,-0.470352201979382,0.509926464113096,0.484743720231671,0.750860121611056,0.809443931755912
0.0434775955299987,0.0126115661614119,0.366683344486123,2.60370350086999e-05,9.02410972447949e-05,0.000225312131181394,0.747736715024244,18.5098508792852,0.281666235961361,0.0520574280538565,0.748859397161636,0.101709776284046,-0.711713151659266,1.06691202077133,0.971173987914622,0.673205491193749,0.186999227480707
0.157716267159182,0.0204196464566328,0.215974245590973,4.62641522296208e-05,0.000292925499700394,0.000370644210349701,0.692980325892381,19.7568013282532,0.287442403814538,0.0596298896457891,0.387501936324057,0.141779812971122,-0.936850394762482,0.803750548819142,0.601734647891577,0.743750711923713,0.623325762578449
0.173537339699156,0.0398010613465316,0.484766583256284,2.78897005230002e-05,0.000387806383254845,0.000403197348550355,0.896017228765506,33.4718141408152,0.331586450930654,0.139063247283678,0.37792746521032,0.176052176641821,-0.790534563131844,0.640636040616035,0.664088107679691,0.742622636973699,0.440338102982705
0.152827854270379,0.0442649268869725,0.434805294462014,3.35068874560917e-05,5.00440634963219e-05,0.000450251836376889,0.711166942507564,30.0343935296133,0.223339182770283,0.0935894439956375,0.383066896419157,0.0907448138099831,-1.15744216400286,0.642081576504062,0.703424988740496,0.836520278881432,0.141441274692793
0.187765906870994,0.0347536083924184,0.483584627463855,2.76181849159797e-05,0.000255194797736278,5.06532746270446e-05,0.700979573741462,28.3632923580105,0.55370052578055,0.150074190951034,0.52550518643988,0.167394016013977,-0.890205657445232,0.565944482027305,0.785491309025139,0.781051505998898,0.621876718509733
0.0212152894773497,0.0414889595431644,0.365757385033835,2.12701648935334e-05,0.000475531056597468,0.000367360206993974,0.846842444081395,28.4539488201786,0.27356742187608,0.0804297356168103,0.544531120493426,0.132336430699023,-0.502972743084192,0.507668633804346,0.435290579993278,0.624990227487384,0.88350727187267
0.0690200218571505,0.0255755623996338,0.45556106932254,4.54853587261122e-05,0.00048538152079049,0.000314689847336533,0.673823804912786,21.9799442905254,0.234374049258915,0.083349585111662,0.614484079510284,0.12698956889453,-0.862797881376157,0.663096415838351,0.519114745905623,0.660287193989533,0.228085494083492
0.138460187461032,0.00925002523944038,0.338932031160104,4.38005179811393e-05,0.000278168277744506,1.76016513311056e-05,0.708867421427928,24.5558335178726,0.383065265125564,0.119518225669151,0.753317326731514,0.109578576970218,-0.891775704919361,0.588443073454127,0.571635867639585,0.72686034884142,0.20967949614001
0.0677575339449158,0.00359143440418481,0.410914397806488,4.73142561534637e-05,0.000478265354957897,0.000430332238541887,0.682241903157206,29.7873188162106,0.396035954083068,0.152176715534498,0.384734419808762,0.0794345367372044,-0.820440292476645,1.29077938533078,0.469575231076963,0.636106567553101,0.926992035655747
0.120568014635982,0.0155593185647345,0.333497172071179,3.40947252370355e-05,8.76374411934521e-05,0.000419499607084145,0.861429579639086,38.4712435909838,0.578591617087834,0.142549474730861,0.363268489701091,0.103260681213189,-1.12775227319328,1.27344994082066,0.804473343197815,0.85064442738853,0.853951998329977
0.172597041382803,0.0259691529910116,0.467712425782066,1.54765422716582e-05,0.000426148531142273,5.46024305706836e-05,0.863732038471196,16.5559748463701,0.50999223126738,0.0533806893064338,0.703208298326392,0.0866118475045186,-0.413512893334776,1.08204678546954,0.843417896390008,0.674072366162261,0.784420629291958
0.0800324787993015,0.0428507775193827,0.419002741332585,2.02633309411351e-05,0.00028690666271454,0.000191966125583776,0.661660008079326,20.1098724733786,0.472607983446618,0.13919012959481,0.444837434118769,0.158795788154767,-0.779099805998111,0.670806265914502,0.869138337747613,0.942104618702014,0.969994648816646
0.189609561530075,0.0393014174989975,0.336246248480701,1.01798870304755e-05,0.000411951485189493,0.000116766857219886,0.778559301862004,32.544260592844,0.266184196817192,0.14402266263439,0.457181002113114,0.24522587877449,-0.704280439766306,0.760098363670024,0.659797677965695,0.921117704011609,0.259092959260894
0.0674325102252265,0.0308469074507267,0.31311599727585,1.82566809521615e-05,0.000114018524489133,0.000111623534182263,0.777590835930989,20.351812010532,0.475114749969542,0.141227784279377,0.56554327433762,0.0560394287263082,-0.471948666088706,0.816272917872605,0.690400209260872,0.656469453355127,0.950269246395119
0.0463167690765392,0.0022877151874149,0.44827313064863,2.94984575211164e-05,0.000124752975013468,0.000464013936690148,0.622831226733793,21.3320383051255,0.299969564173588,0.0671310218582683,0.60124721684788,0.101565043320572,-1.04063848416719,1.26654994911756,0.827614325608406,0.829291769663462,0.412890463063587
0.168586744676041,0.0072278713103222,0.46516719933548,4.13854884954759e-05,0.000424937241057749,0.000359298735067317,0.765716277508414,25.1083589006235,0.204893467061532,0.131833781143522,0.738628016633408,0.062273802273833,-0.674283324521365,0.844223141871517,0.842710549677163,0.861284788116673,0.599389952662564
0.0199782521701666,0.0279294351089798,0.400637539224769,1.29025487983258e-05,0.000477081067851523,0.000191285082854063,0.707905929282447,24.0723616796681,0.446400474344598,0.0998033186979879,0.634761551470923,0.0999903052257087,-0.47326318101517,0.514905758810788,0.70945496911509,0.874051575381526,0.767418160094461
0.165920413078431,0.0431071282398487,0.244030768783903,3.30894172056485e-05,0.000447507383419015,5.76429637705775e-05,0.728405661486182,33.3974606010209,0.303817940507364,0.0607723570923484,0.564881447721932,0.128573327077445,-0.513049551662321,0.8561213753437,0.50377869539815,0.674956208595311,0.785740845863405
0.0182980502903655,0.0241920826173564,0.379018586301198,1.80723999867402e-05,0.000250085029410652,0.000196373572286024,0.628756947226194,27.2755517891026,0.591510298051188,0.137346492126458,0.308154779182902,0.224538038816819,-0.480398610559184,1.2968714103867,0.420424972066609,0.615451608802917,0.105094947884069
0.198042252001042,0.0363708223627668,0.259247841312969,4.2939242614784e-05,0.000127593050539412,0.000122026348199942,0.83286774228008,30.2854467486846,0.27437984649747,0.142487551056451,0.343862466542516,0.0830385482743188,-0.883840482283337,1.20425157082621,0.435003240837809,0.618317185807488,0.419448546116962
0.14483012087604,0.0171111988021003,0.411006908902992,1.49317372108561e-05,0.000237247005536337,0.00027145486761527,0.776882767533627,36.052750441432,0.42734005424936,0.106772590594407,0.593874389553093,0.186837067112611,-1.19075323192542,1.04900878374098,0.491363196288282,0.920233138432552,0.749304180809879
0.175242507193585,0.0224231526943806,0.427398254763172,4.98666995957308e-05,0.000394894011019391,9.39665451930805e-05,0.842265554692689,16.4590180419676,0.594022187653432,0.0678687214034206,0.539270181573345,0.163725062268015,-0.688887018746366,0.870041395004839,0.819802543904167,0.803851114462999,0.821032095442619
0.0179540272040409,0.0434610918687972,0.34962628404987,2.66175895029462e-05,0.000218751550261246,0.000359483144428469,0.611674968979857,33.5137891023575,0.398600715641553,0.0946722445281269,0.789226010923545,0.149886239487045,-0.55620994728856,0.656036658393467,0.803754966548085,0.84855758931967,0.464172849508142
0.169956049941586,0.0282832164208869,0.476333219036949,3.29660663445294e-05,0.000261921975439333,2.99658556638472e-05,0.786073062224779,39.6747716431331,0.489902225181926,0.152601788878759,0.443515562492772,0.156908322187805,-0.982436604286373,1.13517818743065,0.729906659486145,0.814942913931643,0.656878955596895
0.133234240239145,0.0439732436205252,0.295219005455868,4.81686922793556e-05,0.000333887021295878,0.000153944421329893,0.812877127133845,26.4032945294864,0.55035923438513,0.156160238949667,0.607111962185785,0.159846163347541,-1.01496127350889,0.634198310978338,0.731610320518818,0.635257975227615,0.400008746536705
0.0853149882619642,0.0343873458161793,0.418479562176624,3.7830806322284e-05,0.000161953861378075,0.000312612019200193,0.741441852748464,15.7940637837009,0.409923632223159,0.116901224073619,0.501566812645605,0.062683285124558,-1.15445753021732,1.10011945722916,0.446420562874526,0.757765136829515,0.80445449691664
0.11723481218682,0.00649340749697271,0.404985630218894,3.59503463591263e-05,0.000356033511896164,0.000334085864656817,0.627535993136163,28.0680595156387,0.351104375564617,0.0876480011835112,0.457773323415856,0.120683109142743,-0.892305650131653,0.869430011646325,0.721500760150468,0.783705963757851,0.884845988734299
0.0758000569689119,0.0375696031231593,0.342664329543291,3.49240055498419e-05,0.000318325091273361,5.20400688411272e-05,0.744892625822872,32.4128490700212,0.246479131597995,0.0954837853755406,0.550176042636352,0.16831051212617,-1.09904614348684,0.631463488457166,0.432924380138982,0.910974933219057,0.409914875972015
0.018749615197392,0.0226518413759627,0.452023075218382,2.30186010567347e-05,0.000135090979241638,0.000176343820628459,0.651280011140229,35.615799008597,0.442570701314199,0.0565689608203395,0.674955678324797,0.133837401278089,-0.601023209469579,1.28022856360357,0.826441492263088,0.840526065919288,0.343632744671195
0.1419555416091,0.0317341995651246,0.416515769760218,4.21886416789517e-05,0.000241018879501545,0.000375593211188857,0.788479079996515,20.8153289011583,0.455149654624673,0.0945080621373925,0.695209814305728,0.149761589348547,-1.12126961069594,1.1823476784351,0.793281511185365,0.839615769716496,0.794125587716838
0.0153019401439512,0.00472825499278808,0.214265822047507,3.3609468166229e-05,0.000451736897877813,0.000210723745953028,0.866054019743088,37.6654258329363,0.577155070842461,0.131536800010639,0.75284201596526,0.135676366903378,-0.728617327692798,0.528792018342391,0.771006786475144,0.658935674461621,0.965280572603759
0.0868938005865187,0.0410435673553003,0.36447917353462,2.40260797748249e-05,0.000478194543181767,0.000112807902023469,0.829952356488304,35.4278279197519,0.327020243685755,0.112286382976616,0.657485847379973,0.217924923919338,-0.670907528756151,0.748363855567823,0.77479393794057,0.671580885946685,0.734562416530261
0.18921977121837,0.0495895165722134,0.490075541395671,2.97704847533628e-05,0.000499984953105892,0.000142274471073752,0.845598880652501,36.9905795087766,0.507777265811401,0.155852913991763,0.454362612679057,0.0944868049354944,-1.10023738783891,0.658234133143909,0.881663733428158,0.730419596451579,0.221163134040055
0.0741456249696885,0.018550851923274,0.428096042621881,4.72710327561044e-05,0.000456552937487338,0.000211369554354927,0.629556169162714,37.0937674839632,0.433177135722929,0.0515670297299341,0.485660542955855,0.247759368973097,-0.926957313186745,0.993632383856426,0.62701184372874,0.869165418090151,0.803105786607182
0.12990735267118,0.0294104047873039,0.37110224358954,3.02646344514222e-05,0.000186106653316785,0.000485702949440174,0.816249890053272,19.0871848036593,0.517811153600551,0.0604564082406298,0.779675892186273,0.107658826562362,-1.09643153675523,0.822433034412066,0.590665476931213,0.933309841045349,0.738947895123391
0.052710105138761,0.0314605008321035,0.417864892830444,3.4248257147142e-05,0.000118888064749585,9.26914335495024e-05,0.745626971330983,23.4363120515035,0.421695579835027,0.0625912298284751,0.528912160856882,0.0790264130436559,-0.488765799795281,0.838757229037335,0.457859969540732,0.784087381058404,0.250715831026994
0.0704170755481922,0.020047379442046,0.25886815806313,1.47424917981339e-05,0.000195510632670135,0.000387694251311042,0.728207830759231,16.0373135658835,0.473697461369013,0.0515799532602952,0.546556312450829,0.199107081495057,-1.15353657021395,0.722034806669876,0.850201197161619,0.774675545669099,0.649568304579356
0.0220833211539864,0.0151661738819529,0.307117781185126,1.70024729912076e-05,0.000299285330764134,0.000132935951073878,0.706633220319683,32.0490147131767,0.4459730996813,0.0645196375166004,0.576883118609277,0.213146235209681,-0.833318661487296,0.701030115085406,0.513181224767677,0.860591511863745,0.218673827234679
0.0397356974975377,0.00226374292971124,0.399099606595282,1.54356947274506e-05,0.000437590853833186,9.62062707895514e-05,0.601472461260529,17.4143991607494,0.367402419738596,0.152859283063329,0.611930650464725,0.248001148007769,-0.848588165630536,0.681258713403158,0.574636101479409,0.808288503218322,0.104745301769464
0.0613103440908071,0.0397838593608722,0.360269713889272,1.46109777537795e-05,0.000364600656150351,0.00039694577176662,0.611395647004875,34.2917358628397,0.317628734657665,0.128275885095807,0.743154897927229,0.0884280275403281,-1.00657761087643,1.08520204262752,0.819060260115098,0.933503289399738,0.519743021847075
0.0938428447178557,0.0418455487799567,0.247820912633464,4.81457219154108e-05,0.000486087437839317,4.35461811521028e-05,0.629476963506755,30.3739461700219,0.435498524988132,0.151956499197707,0.388020114509699,0.0933843699986534,-0.698818161574227,1.02166821397338,0.482308081501303,0.859543918037267,0.17422959511776
0.0136007957152642,0.00382330056210281,0.291316147156642,3.25821093517666e-05,0.000273155623210245,0.000154725586997572,0.726816801232076,37.0689754917422,0.335097609071961,0.0789786070631801,0.529121974989888,0.0261073212651132,-0.588782064474987,0.696751761090259,0.96436895386274,0.785699652020889,0.52850269075511
0.092265466973825,0.042206720827195,0.269393966413848,3.95261810517963e-05,0.000329869463582931,1.99650656177212e-05,0.762210234740377,27.2845468334582,0.418246739371183,0.152249440775483,0.575069643477288,0.191363747571823,-0.684724655595492,0.928674510928181,0.639754023313848,0.631539600308453,0.803690584554966
0.054855197276203,0.0272289254597863,0.275799557847064,4.17871229832992e-05,0.000306136681781651,0.000155874936039173,0.657800656996178,33.6973175711833,0.55763938831538,0.0622843844673084,0.602817747902591,0.0285580021815677,-0.923152579984146,0.508575599235979,0.903956637089187,0.763322328334022,0.993008860334963
0.0589768952467106,0.0290860851337757,0.301690487949224,4.67414026525275e-05,0.000304767077905056,0.000300537379943667,0.759095206435677,15.4682466500904,0.554523375281536,0.142844384780106,0.71376693224938,0.24175155930035,-0.528351266026423,1.23656850866365,0.889310464584921,0.870776536598088,0.833462753426842
0.0118962385148307,0.0327364711270279,0.351645090638218,3.07522907899475e-05,6.375308742302e-05,7.31781924513114e-05,0.644888432037132,36.0467760222052,0.442148563391777,0.0678254226901017,0.583014257620904,0.232322553811858,-0.976669658544101,1.13872820787095,0.533512643782189,0.739008368002775,0.277598442520644
0.0124231762002261,0.0102322340415267,0.494473178946576,2.49330011002688e-05,8.63737639604835e-05,0.000230494261703666,0.805994326166762,28.6012395339843,0.296473010113277,0.15362768223602,0.449977010396387,0.131674392181725,-0.632719111523933,0.880198509220717,0.9175435819034,0.90983075250145,0.366371389520518
0.175634236330898,0.00944482579416107,0.298652310453774,2.35819058945465e-05,0.00035500380917202,0.000196133676017943,0.782260680008982,38.7662469832945,0.366298283374372,0.0778118798334524,0.390129967933598,0.155865895558724,-0.401460183467933,0.547697975812852,0.480079110174906,0.902618362230703,0.689365768927103
0.173046152176155,0.00484469356673025,0.450902981718956,4.79007921142255e-05,0.000356281815954554,0.000302926604336606,0.648626236501755,34.8047150413409,0.576375063102134,0.153900774803124,0.630587506569844,0.0520410536762412,-1.1354796181715,1.1066475464385,0.745286596185993,0.827133069434354,0.230664360097586
0.134043028760919,0.00308362658106035,0.318536811638041,3.74094991445417e-05,0.000456174531791348,0.000118807943899616,0.87893498794781,22.9246220608708,0.413630113296987,0.0528453597462325,0.744857295530926,0.206770318440994,-1.01780499124549,0.664689552756026,0.649586386880279,0.721681056301261,0.551128518209769
0.0184186085924398,0.0283559154842782,0.284132537815161,1.86903738832846e-05,0.000442212123689428,4.86551195291422e-05,0.632778859772882,22.6646708043059,0.44930226381151,0.149417460534538,0.342252502911841,0.0405819756130789,-0.660091402967119,1.23498311814995,0.984515826641163,0.7590198950492,0.628312403737358
0.136190722522493,0.00744004740585049,0.340473767871805,4.78125543272185e-05,0.000313747762435884,0.000329224397606237,0.738732782493602,33.7624791549305,0.297586815729799,0.115086630606946,0.450015598880709,0.173184268757783,-1.01472501180324,1.09669697969072,0.808433518712502,0.79047245750761,0.783267091873684
0.0968503712269516,0.0342825861265464,0.39410084522129,2.80143365128338e-05,0.000239773094194499,0.000379010847627257,0.859249976317072,27.087592503281,0.485112024226785,0.125454082218743,0.614719268540735,0.0796376490381616,-0.932965922982905,1.0183601402089,0.499090284517547,0.881790369858049,0.640343603494577
0.135039594049738,0.0227590433006819,0.362158533197525,4.21724519137883e-05,0.000354466188347072,0.000197673619963353,0.865123550944193,28.400607465745,0.546178986346566,0.128848791215916,0.515282409885161,0.135875155928764,-0.951514512612752,0.739274043461805,0.841628466957388,0.834763442500704,0.534822962068371
0.0762693317852581,0.0171679069294423,0.417168554144911,3.89776983216809e-05,0.00041084507898239,0.000413779897495031,0.87682886805844,19.1683217346921,0.554813641279098,0.0978889649868772,0.314929723287933,0.210049231420668,-1.10490165486141,1.04036597160449,0.757877440412668,0.739296795714138,0.878053917407757
0.0515907578973371,0.0310503253751436,0.418967337335087,1.70264639149855e-05,0.000116375624186185,3.23086055936983e-05,0.734079077031487,28.22787680201,0.311381528442229,0.0864321894726685,0.550388852895199,0.0888484546785755,-0.723117114169814,0.930067020500451,0.51708918140335,0.64072242908588,0.113622477004211
0.0336618855546353,0.0486144935769789,0.258637727045617,3.33491471499546e-05,0.000324620068104262,3.13555453715838e-05,0.66333583163924,35.4763499468099,0.509080847207177,0.145192154124895,0.428736230587315,0.0878301338284626,-0.53008099615322,1.06541000180667,0.662846288916655,0.873591002288639,0.39079915180949
0.106801046564147,0.0293028886116912,0.225609375780309,3.73498645462096e-05,0.000141513382120559,0.000302208174505205,0.620325558156916,33.0693829836945,0.395664837442928,0.0743078284948505,0.715227523914771,0.13691904785402,-0.825503968455611,0.938217215456503,0.51840730121755,0.655237483192922,0.618667038448947
0.188793098185444,0.00989025789086172,0.459395277823554,1.56207419042755e-05,6.23867714014137e-05,0.000391699699825288,0.749265551280812,32.1706587207348,0.504129466356865,0.139540022639513,0.649717381390782,0.237805089736273,-0.949752830552473,1.20712493002303,0.691144079945702,0.949953342778255,0.569228655407042
0.130598537284837,0.0310860172836039,0.418108569953381,4.44401129934347e-05,9.357353499647e-05,7.80450255448441e-05,0.686828444380476,34.5125570193942,0.271516988996354,0.133005782589497,0.576745741514993,0.171230747613672,-1.00462974987281,0.675652058134352,0.669132374452706,0.771521938145316,0.157597609402635
0.171992494723266,0.0133026263042104,0.289856048203516,1.35061365041137e-05,0.000428518756425311,0.000297514567156638,0.753080164677603,32.7005898801338,0.551837091312216,0.0907178577833382,0.756510426430459,0.097737081509009,-0.584903003344751,0.617071968887871,0.97774846405345,0.692132451125719,0.638781908962596
0.0682512366131367,0.0381933521563663,0.339279421729199,3.02947650539751e-05,0.0001418074997438,0.000362015100839913,0.822799498533388,30.7629504423996,0.211766888205831,0.0663625100629466,0.471044573223257,0.19206934360421,-0.770378139953812,1.18908287570868,0.523931857682392,0.868591639171265,0.81276736815949
0.121607709809096,0.0282459709282412,0.368531545988377,2.85077312998318e-05,0.000383573938170366,0.000293877353811931,0.703742872255947,34.2244978353886,0.485373223842153,0.129216468518774,0.552037058945745,0.158859305349503,-0.70379516040696,1.13091228948683,0.7312258089107,0.879510168012829,0.412523154058773
0.022125412946421,0.0335069208200473,0.217247910629702,3.99954994628361e-05,0.000480964167936135,3.93875007050096e-05,0.799320726421266,24.6905709895422,0.277341232004079,0.133452895220964,0.375499290921609,0.0719866374606205,-0.4366478912491,1.04365668588523,0.566684918219224,0.871506142639221,0.560182000129484
0.0468109329602441,0.0331941759634988,0.420623726292653,3.09754577058616e-05,0.000382220390468836,0.000281597723949005,0.860899401307572,16.7044671377924,0.391878181032402,0.14629882859878,0.598318102670407,0.0727053299961332,-0.761971089910654,1.06770262833169,0.800677777505573,0.76602925443184,0.845874059387227
0.132022127021195,0.0219243836293821,0.238574993430241,2.79791512693434e-05,0.000322958189881674,0.000465887768160578,0.678290414215531,28.8228266511287,0.278578596815839,0.0990133843065868,0.751670001907662,0.15158070216225,-1.0969328091458,1.21852783178389,0.841213816338032,0.767608751242938,0.287591879585502
0.179203141974747,0.0216262527147355,0.331869280942134,1.08580773271403e-05,9.68915488476167e-05,0.000328000361797055,0.84083205841966,19.3585018911283,0.502960152395349,0.157741107170635,0.46941208089469,0.121371129196934,-1.21805298924997,0.833892908996406,0.407979989277385,0.729418529748668,0.677790003225463
0.129662132583874,0.0180555853432872,0.358952828019578,4.98617499787795e-05,0.000139553911375231,0.000421738218262792,0.651141452793102,26.6029410507472,0.316846575304059,0.0770919935277958,0.41436936296511,0.197508711399736,-1.06231802337182,0.988501650010794,0.746154844816728,0.664116073699043,0.516045347780176
0.141743973406492,0.00550926338465465,0.420094544740953,3.99682993309572e-05,0.000227782605735282,0.000101112375231847,0.73131524711349,22.5393134239072,0.402587572633817,0.113444444868849,0.713452412657129,0.0477475855936195,-0.7482236430086,0.574168383060458,0.553647584589152,0.849983629183921,0.931267329365108
0.123371259048483,0.0257170810451434,0.30735537398709,4.40239815290893e-05,8.36710601396044e-05,0.000490125250128761,0.793324758286565,34.4464053329197,0.573418897510072,0.124748748073787,0.42632361079279,0.0301488991925237,-0.602224386785063,0.806527417648397,0.666042219697172,0.647897945798386,0.80150673491247
0.0713790488699668,0.0317822974540364,0.390063733622129,3.37558671744385e-05,0.000388557754592877,0.000194839437716354,0.83408926136049,34.0719640853272,0.239701905823499,0.0521510536509962,0.51720871205267,0.0833342573439035,-1.19855324669644,1.17328463894259,0.546188891785266,0.678334884372039,0.432449469529767
0.022786696381,0.00202072369458282,0.447631461993931,1.05349706472425e-05,0.000291259369905048,0.000470165430445189,0.895149803116289,21.1114306520903,0.286043868923591,0.14198143358358,0.735806213709836,0.0207183017551115,-0.508043458513966,0.745352699864594,0.440595295912074,0.897208537950378,0.392896347876033
0.0542831044727455,0.0364910771124667,0.285942252846854,3.42041858138517e-05,0.000143199711319839,0.000491584599313769,0.649413012656942,26.6712853799011,0.481613343944307,0.0693672192601409,0.725220482056728,0.149026630780816,-0.475303750395472,0.546243858344853,0.958685548721161,0.911640247762793,0.432053139735875
0.114217912512285,0.0340777373678455,0.471773173340922,4.60538229697167e-05,0.000441610708631633,0.000460020952735921,0.878535425618477,29.5720897459794,0.57163969387291,0.0691307042943174,0.65399336465452,0.0368403025853626,-1.23382077759998,0.678246017627666,0.852634168939292,0.703168063571413,0.326058554768749
0.0512794744885907,0.00597772841548093,0.392608280301862,2.13740522569946e-05,7.30162913932581e-05,2.77243935678915e-05,0.800447593280161,18.0920640834937,0.229867574039505,0.0994620512372457,0.579167061070562,0.154034264082802,-0.933712569992908,0.588233843405172,0.61940270562768,0.821209290563043,0.62223903078686
0.097877700680402,0.043413755025768,0.256548617458856,2.60894416959398e-05,0.000229305667327566,8.62418301156675e-05,0.802879976795544,17.144112949702,0.24047278455738,0.0727423529590759,0.507280644090652,0.0643133893567619,-0.507439055615617,1.27568856715889,0.949973443002533,0.896645788576652,0.12497049583646
0.149211628349539,0.0381091739359598,0.209307711717696,3.38296382462947e-05,8.0135301388707e-05,4.57351494144726e-05,0.749414221726451,37.1439103530506,0.242021241831811,0.063769923362607,0.624497218801912,0.196114400537023,-0.761063402769175,0.951052475297141,0.815831177671533,0.77260302257326,0.915141063290927
0.0837818892649173,0.00501796712988161,0.465534090907453,2.92099951423239e-05,0.000413288216888858,0.000344308513234214,0.716155372111755,25.2178433758595,0.233291241274371,0.056260233457045,0.624272959110211,0.214924360361613,-0.997483961823055,1.24736882869471,0.955521833340311,0.738551932353813,0.7606711590169
0.0820765526175157,0.0156473568607181,0.487506380943116,4.99384976605885e-05,0.000130874084613274,0.000363353527009538,0.754063875593781,28.3203763784084,0.385100859191455,0.101884097488689,0.721992723042107,0.112969253795566,-0.929023908007692,1.19356258491365,0.457651060752058,0.679281118803444,0.707223057367769
0.127361522047129,0.0380671379967699,0.349472796945367,1.72401724755671e-05,0.000422681390363502,0.000370054165757227,0.78923787945935,27.7544274188442,0.435946118778611,0.144203076339348,0.38660370016001,0.18632553828231,-0.737318271543171,1.21573981648653,0.649375933201658,0.674127760620109,0.934549951071665
0.145564192863945,0.0283499302328683,0.472595817333693,1.71722417690015e-05,0.000404776574006141,0.00026340378864056,0.744347433468071,37.3799383008853,0.364464277351555,0.0598773858082752,0.370065589938352,0.130789148255818,-1.13146030511448,0.587799779995096,0.77607730404241,0.851836068998595,0.601971364708943
0.196387297179785,0.0411321274069008,0.398757673823298,3.7733407999749e-05,0.000261650767023524,7.03666435949986e-05,0.710329276619782,30.1970205121868,0.308579922557436,0.0585628553949397,0.749630226584462,0.0653464236634038,-0.749663461622293,0.802204657844206,0.492746666515293,0.898796964188374,0.653719702876499
0.0782082697623169,0.00536150171013316,0.479800852085673,4.38588330310086e-05,0.000252020969552523,2.02685332691421e-05,0.690578790923068,23.9906099890514,0.466112923032356,0.127882770038634,0.768582241298708,0.24348262347626,-0.863040028996583,0.945414854381854,0.811826254118653,0.887400202944619,0.850813518446614
0.0246044750891797,0.0390096823411995,0.456927501974395,2.58066347175123e-05,0.000193264576167299,4.4746203576456e-05,0.834292249593325,15.0185883582919,0.29334638661587,0.152223186769296,0.532969372133802,0.162023483293248,-0.652493438784526,1.28536085734945,0.474922316073161,0.670094314713594,0.85466119677613
