"iR","iE:iR","r","k1","k2","k3","covidf","beta_pp","beta_cc:beta_pp","c1","c4:c1","v","z","d","covid.d.factor"
0.0346688557494416,0.0282458086551058,1.16668841643078,5.80561295753849e-05,-6.64197796832398e-05,-6.24198484820531e-05,0.672392449450858,52.7247654803167,0.221454300601051,0.101874813771589,0.714194155433801,0.0477546255300326,-0.64678351772946,0.966868583711237,0.685562245412776
0.118851185530755,0.0432487975221368,0.789847836340603,9.34560884439596e-05,-4.84047739467584e-05,-5.05534417018294e-05,0.608399723010755,55.4569964744415,0.226458968691706,0.10876060816346,0.461325099614166,0.0564713885296485,-0.7526613293631,0.703796753081493,0.500884931314108
0.13050932474656,0.0804153794341193,1.46199630651425,6.13091460520867e-05,-3.99617152173289e-05,-4.78982645704566e-05,0.845415186488912,85.6379648779915,0.265062302526215,0.180957392619193,0.454580765631275,0.063919218841005,-0.683765207274258,0.540673663223597,0.532072841142397
0.115261217902149,0.0889887006964667,1.33722182697448,7.11380772673455e-05,-6.99999128912855e-05,-4.40633817030303e-05,0.629644621491576,78.0881924526002,0.170531907237736,0.139629442446609,0.458186548615204,0.045369212661668,-0.856520553061459,0.541988118351375,0.551737512956583
0.140952851031437,0.0707155581308183,1.45890922659653,6.08314544147804e-05,-5.17658792922925e-05,-7.66870310995604e-05,0.617806636403198,74.3987201353093,0.459429073663502,0.190979165686434,0.557913365784462,0.0620471383702825,-0.730692382818864,0.465978650947474,0.592728644132498
0.0183066389960563,0.0836812263987198,1.16440679206175,4.97232351906078e-05,-3.21830553184263e-05,-5.08381465003422e-05,0.78795812707314,74.5973058542089,0.214329167851961,0.127636224386632,0.571201677870382,0.0544259866583666,-0.54848662299371,0.407535921723334,0.417617469009897
0.0534881345191008,0.0531268348491809,1.38886004287761,9.20900511542545e-05,-3.13042806133193e-05,-5.51233459585781e-05,0.586213369219277,60.3606654147606,0.180074000096302,0.130304431804735,0.62009869059053,0.0532518888197257,-0.717850619582987,0.563003437124938,0.459506039074832
0.104641007810935,0.0217898387725488,1.09728566883923,8.91588555953613e-05,-4.97158751058144e-05,-7.93842208865254e-05,0.626960868184272,66.0196767418653,0.310157096531968,0.163180915149798,0.717316954048017,0.0494767216429192,-0.731439167925746,0.488489713367137,0.485854954942595
0.0525528494378924,0.0109465318661203,1.27742693263036,9.53074056077958e-05,-3.1931073194587e-05,-4.56849515039256e-05,0.59597471423127,77.526383723239,0.321614530118846,0.192870502097129,0.459344089251889,0.0429249740633454,-0.697803469262303,1.19068954917248,0.43473729132195
0.0914673716777237,0.0339015612610003,1.0835039707286,7.21669747839216e-05,-6.66605870971704e-05,-4.65663487345229e-05,0.805034996798394,96.6327145097296,0.481244427926737,0.184133619828941,0.44429222231491,0.0481109075043622,-0.842473565460462,1.17353475532755,0.602286041143653
0.129810655812264,0.0538872712680014,1.41926730026491,3.95797488631362e-05,-3.65637779680453e-05,-7.63484766136017e-05,0.807713957819117,48.4224424934756,0.421210711686204,0.103076574416777,0.682241574831676,0.0444747545003852,-0.506279917362456,0.982096525952096,0.621723046977119
0.0615815900773555,0.0862783847572499,1.29771032835374,4.79652884562205e-05,-4.89382501555576e-05,-6.51367963320358e-05,0.571953811030792,56.250960259455,0.38853848424179,0.181093329502339,0.501460895526945,0.0601820800404724,-0.678332525621355,0.570918572192391,0.634544948481605
0.142331016605017,0.0794768628218941,1.09061004296225,3.03264711365329e-05,-3.78263020333213e-05,-7.12915985422271e-05,0.708347982843278,83.5977477168482,0.207893078587227,0.18548975905388,0.510090109660876,0.0789637768038781,-0.643158877408194,0.660158030311267,0.529868508545076
0.0523207649716223,0.0632485592949499,1.03288821247505,4.44500855210982e-05,-6.43086762058952e-05,-7.16977033851513e-05,0.707184350957147,56.7814004031829,0.390691193350626,0.182957332402452,0.585918787848127,0.0378447917322822,-0.533751259980692,0.716330390276636,0.54525363420723
0.036785517538134,0.00842432891324628,1.37057698464947,6.41287763843654e-05,-6.33566653366573e-05,-4.29459791031045e-05,0.526666256906275,58.9188792591977,0.237447496590488,0.11559781620941,0.610915745632102,0.0477221218956673,-0.801565689630682,1.16655327349659,0.613849498965195
0.126855012666428,0.0179012275055101,1.41279891527467,8.49176803176113e-05,-3.6678727270818e-05,-5.14908360192273e-05,0.693339623934531,67.2468062349661,0.154210280733459,0.174376748066659,0.706964729250327,0.0391943007848963,-0.629128261384616,0.744104803407379,0.62138657572316
0.0173467712859297,0.0576433793994125,1.25163663349859,3.50845088302197e-05,-3.20378838442949e-05,-6.52129132795086e-05,0.625978850393711,64.9512356726748,0.365708031776749,0.145271450529317,0.634380407652554,0.0473951185566839,-0.534421177959287,0.414759139873274,0.554719319516537
0.124885296212112,0.0867835020027139,0.860035951852391,7.03950290516236e-05,-3.46617420246049e-05,-7.61108368905417e-05,0.649869454221881,85.4790000500891,0.240777008528301,0.109791435054449,0.585444870277486,0.0536126732056883,-0.553129276118334,0.756082029272554,0.451846158328326
0.0161150129963349,0.0504628064103642,1.19754851420969,4.41396225374433e-05,-5.22203109103007e-05,-6.47820028244642e-05,0.533560341858965,72.0216988896827,0.492620198491437,0.179408644730155,0.405611838323441,0.0744507980429994,-0.537790355405118,1.19692633699346,0.410205505256378
0.14856629196327,0.0738251082685935,0.89805779650819,8.764353918698e-05,-6.30960897779216e-05,-7.08639933881008e-05,0.771667920583463,78.6408516406664,0.215045329450478,0.184073259925586,0.430781162619564,0.0437152544803568,-0.72766344376551,1.10404379560643,0.417548757577315
0.109350976655893,0.0368847193265202,1.27760350745328,3.86324278263111e-05,-5.33589045855496e-05,-5.86576536667782e-05,0.706329423390589,91.3207100234813,0.348919946196908,0.151601992158708,0.605789212219949,0.0662700452368474,-0.872067120840866,0.948810608703705,0.445612814039201
0.131790273786007,0.0470693310805294,1.31843049257697,9.97685387834565e-05,-3.93465346988011e-05,-7.31447985826371e-05,0.782626976813015,48.2184452776037,0.494831764076219,0.11624221068869,0.567532223830454,0.0612405058024257,-0.635945136872648,0.770045739405043,0.609996636449802
0.0158586958521139,0.0874375307809367,1.12415687495604,5.90848713248409e-05,-5.49962673872523e-05,-5.14695375171149e-05,0.513575887451833,85.7366177568453,0.323772608993261,0.14060650841125,0.742418745011611,0.0582367623544647,-0.573488272199749,0.556139150210656,0.601888982016221
0.127865536960461,0.0583097612663168,1.44088930194755,7.02006596097668e-05,-5.11640400839814e-05,-7.83704989337797e-05,0.717000780081784,99.2832473370534,0.403717342454424,0.193269049857828,0.500551372552783,0.0597573155821379,-0.774046288980947,1.03511467597416,0.564920377538633
0.100812032042656,0.0884295171399096,0.988042648488015,9.67998922835197e-05,-4.47637575770635e-05,-6.82479272504648e-05,0.748373100219768,70.081449223489,0.456495986667982,0.196504533303568,0.614985948308941,0.0604051668948183,-0.789419817502455,0.534383897715124,0.565894507255382
0.0655002535128097,0.0700184378174568,1.29607763506827,7.87140967483741e-05,-6.0050601908279e-05,-5.52971949349437e-05,0.665074206301558,46.7584611842052,0.333705016921026,0.16080102183281,0.54111434795352,0.0392761469163039,-0.855012578729509,1.00026203041698,0.423264314891375
0.0890368478124915,0.0165024626049326,1.26242548730143,7.54239209937304e-05,-4.27873825990905e-05,-5.35437340820922e-05,0.532125255988108,73.7593364991977,0.282289673101665,0.134203527040042,0.510381939438211,0.0518843817892601,-0.731691806156468,0.769427371450576,0.560721561493864
0.058477442671267,0.0761485243280539,1.10670791981375,7.36299903261576e-05,-4.61483344746474e-05,-7.65664217251074e-05,0.669022065928578,83.3058479087105,0.190638043710729,0.141359592190307,0.575129607624215,0.0622481542181107,-0.828969781084731,0.531289650469398,0.416475813379837
0.0164725279593995,0.0475252392740097,1.38018053167348,5.27758560180129e-05,-6.24345670224478e-05,-6.64183797512328e-05,0.559740555512152,90.3399692407976,0.362321060786319,0.105978694669328,0.662458875144886,0.0547357394347627,-0.594591948027878,1.1801632114457,0.61327868841223
0.107208308031157,0.0649322047936416,1.29129905123165,8.63353831065423e-05,-5.30244226884656e-05,-5.01558943429931e-05,0.719901512506096,57.7854973601414,0.373266748446715,0.140451792563762,0.676710839034407,0.0582075788815583,-0.839433358975593,1.08213810657995,0.596652497975063
0.0139156749517502,0.0131260025278549,0.785589408569562,7.13198408711081e-05,-3.42906073087857e-05,-6.36245340548735e-05,0.810390518637715,94.8508969995962,0.480039088481335,0.174103229501316,0.717048021308154,0.0551456709412703,-0.65466595815178,0.428687638606876,0.58557396130499
0.06668041482635,0.0828205108024785,1.16112180841697,5.45402400886655e-05,-3.19465434589982e-05,-7.16128703958386e-05,0.768305144181246,89.9373984629498,0.261156531471666,0.156602925569424,0.650164190638015,0.0730265791079417,-0.627598234001547,0.648447396598446,0.587344684499921
0.142064264232021,0.0992334275767882,1.47524791607389,6.4582248185301e-05,-3.00090805440272e-05,-6.92110914025425e-05,0.786456760517857,93.364121263754,0.419326062749695,0.196216459812139,0.508067276442908,0.0461986143651884,-0.8294758711307,0.558182527631956,0.640896281874995
0.0572654782525264,0.0396221262056264,1.32007903264929,9.52301698367748e-05,-3.38640125431803e-05,-6.35667339325634e-05,0.534488156622943,93.6123924482354,0.353956341484387,0.101408298139321,0.52991094487193,0.0795005377011335,-0.747930557785276,0.893722102124989,0.513577978022117
0.0983691916978685,0.0604833786107619,1.17778039740113,6.54575027607024e-05,-5.79062119075966e-05,-4.11671630539404e-05,0.752241699264036,53.9948978561225,0.428125011126262,0.109515190385468,0.735816823638401,0.049062116606844,-0.827679033885431,0.722583528352777,0.495327909049857
0.0414762687866793,0.064431971273073,1.29454277180036,7.24338795561289e-05,-6.38683517516684e-05,-7.32526901915297e-05,0.669947802984163,63.5688650774494,0.344002984002539,0.111456332825605,0.560191055782248,0.0428218965378823,-0.541735694684368,0.738845085599336,0.428944018085604
0.0545165877108928,0.0425194272024095,0.89716416912328,3.82967460565921e-05,-5.70625927113617e-05,-4.91725182491106e-05,0.649597601528027,47.276924761377,0.389466136728208,0.101437197817358,0.57261688203703,0.0689497350809048,-0.854652016821814,0.622018275091238,0.625133553394023
0.0188781275499985,0.0331229924671942,1.01790244354715,4.22581728452413e-05,-4.78506319426994e-05,-6.99625681901816e-05,0.624391784467544,82.5024176555783,0.36517940461764,0.113191769356094,0.593891531421434,0.0719994197394621,-0.70388126995163,0.600948707586341,0.456510859277518
0.0319135972774758,0.0083567896020265,1.24766950967006,3.95156156365744e-05,-3.55574777973505e-05,-7.29665635891197e-05,0.501643853300744,50.313546368706,0.296484493327261,0.193520646615031,0.618327226707246,0.0795568719255428,-0.711108511623895,0.581113147568827,0.487396845704527
0.0478322295326274,0.080390539957035,1.1507127735776,3.80672851485511e-05,-4.20333705618295e-05,-4.84006245265839e-05,0.513289631685172,87.45393808853,0.252962264408544,0.171152936602624,0.710167711330194,0.0448700907916568,-0.785457254134398,0.985123937826107,0.609546342715668
0.0717665018523236,0.0843300636210964,0.869725792367069,9.67372583869984e-05,-3.12332228591697e-05,-7.72624267285876e-05,0.534409787596343,78.8121929816595,0.356079835494309,0.192682602414823,0.461643848993493,0.0459647807851899,-0.640653629839141,0.921741171232859,0.441124989727978
0.0126475382112355,0.0113806402513047,0.978292735597817,6.95102703453554e-05,-5.01601948350575e-05,-6.81836734726125e-05,0.647961401709483,93.5495889446496,0.268259237085535,0.12633428888213,0.560365172650362,0.0313264976832278,-0.588837089663992,0.596699786030377,0.682192083263537
0.0706067804620881,0.0850366517951506,0.923452854233386,8.16619605737281e-05,-4.51230624334762e-05,-7.91772912688864e-05,0.689277321832185,72.033370089073,0.340974069808179,0.192947859165763,0.592584591318023,0.0672611222542357,-0.633989458323922,0.828775780528163,0.519819276811392
0.0430587581491936,0.0562865879778921,0.939433433647675,8.56389079308316e-05,-4.72332737321779e-05,-6.80822902668671e-05,0.567468004309374,86.1329345734522,0.462979934709969,0.111193791293019,0.611888512676884,0.0318518939479914,-0.746206301047405,0.408658184245539,0.651926840111893
0.046085302762546,0.0598500374938722,1.00404749402229,9.42846452524109e-05,-4.73566788664708e-05,-5.62886912409371e-05,0.68551682646942,46.0370650706704,0.460157735472661,0.184414050407568,0.68963996426947,0.0782016366486438,-0.560473079655319,1.13664024221152,0.644663873183588
0.0113565078350684,0.0668698372080821,1.12922198849509,6.63185176822497e-05,-6.87810973751172e-05,-7.48472866021252e-05,0.552367836783531,91.309894362704,0.361945561048381,0.116202761156407,0.59812927952176,0.0761566407919396,-0.771368862293785,1.03877516414523,0.466770032651559
0.0117985090685155,0.0236541166764789,1.48619130637794,5.61284926412247e-05,-6.67684745964594e-05,-6.20017339884055e-05,0.740307170544371,74.9250286939507,0.234358623213383,0.194202270830306,0.504913628497499,0.0542793011617847,-0.609570889257888,0.780212924683404,0.658716284988495
0.132040674102139,0.0221723218359476,0.996607778753678,5.37724013550463e-05,-4.28885980078919e-05,-6.48045904795639e-05,0.712612328464561,97.2735523413595,0.295511763204677,0.1252844568615,0.463066177985522,0.0595403233902451,-0.500769486192645,0.447585810128537,0.440003301363997
0.130161973846449,0.013335141464097,1.37730282112799,9.63274781858758e-05,-4.2783103877098e-05,-5.60811494996895e-05,0.556733064041605,88.5677112101426,0.479274673228292,0.194440532256034,0.631438483461284,0.0369632146691127,-0.846123970627878,1.00644343340521,0.572636280113412
0.101391666426361,0.00995879251819453,1.04641690660897,7.79531867961865e-05,-3.38945861037665e-05,-7.11125248343839e-05,0.825453934041682,62.4187752112595,0.336951323825016,0.102585425473571,0.711415652931439,0.0706121530665318,-0.790680245814938,0.564695221150791,0.524713157140324
0.0161675845739199,0.058473067645398,0.96042411537189,4.5196716290166e-05,-3.51401976328716e-05,-7.68457746866873e-05,0.538214425341405,61.8535372176402,0.368093999524139,0.190385608431255,0.42954289547352,0.0344761681433069,-0.622369345194412,1.13506257747368,0.692292422529287
0.102998457583434,0.0183111149912712,1.10108350434771,9.61579980089981e-05,-4.65480468853159e-05,-5.39338881960387e-05,0.661916156529228,86.269483889715,0.235312355985271,0.159184004506298,0.505054857795922,0.0633028284398878,-0.789224912802316,0.996744688900871,0.604206231858861
0.0740243065692453,0.0698400116952012,1.23546630759386,6.15304344716311e-05,-5.31261916657599e-05,-4.98764986150494e-05,0.802514683965295,71.595528717568,0.399433414857932,0.16858182751028,0.620284845525441,0.0429560159183146,-0.750841961500483,0.918297875627192,0.449552314562164
0.102146621184636,0.0477294593041002,1.15532614582573,8.62893977936086e-05,-4.2938321673808e-05,-6.46702979705886e-05,0.809387948585131,74.4888714166797,0.452943541419677,0.171698000725118,0.550627049770105,0.0551935062309145,-0.759541121301521,0.639392215774084,0.620829189648712
0.0588178805606238,0.0370022303006685,1.29293519010214,8.07054114704983e-05,-3.79200485968931e-05,-4.70327270661977e-05,0.822997244024572,54.180972233051,0.460454207194581,0.143537605918711,0.410434288760294,0.0713158338573063,-0.831712046815176,0.940491500864613,0.578943997149263
0.0406509322473655,0.0636246024298846,1.29736296234926,4.2279944018131e-05,-6.4097956318045e-05,-7.81849296845713e-05,0.656346586687289,74.1073949190311,0.247431736090981,0.133124830082369,0.575313120140298,0.0449808697968333,-0.65209303123448,0.829978587136852,0.458599656658969
0.0274417390264866,0.0973501728516604,0.896597450853791,7.08606458074537e-05,-4.55926871316694e-05,-7.82641505397484e-05,0.573946304380684,90.0486505277843,0.42047824760689,0.186553363337073,0.490164522877976,0.0447439713760202,-0.561287409458372,0.965476041037527,0.531488274985109
0.0813248077770416,0.0602718415531811,0.814214137379546,7.78760899969982e-05,-6.18590655667335e-05,-5.61422896660802e-05,0.523742757900467,84.763661010126,0.321185530913765,0.122078216103309,0.690648402909748,0.0554214417415477,-0.700166651428739,0.838304163280626,0.459252925944072
0.141755350206508,0.0230260744129831,1.39827033633902,3.98462091406132e-05,-6.88990967211469e-05,-4.8850732621029e-05,0.674145551356336,82.7671097252999,0.41601760121731,0.181407826505632,0.644800662922999,0.0773437878361709,-0.758771700583212,1.1071544399449,0.54553654582235
0.0988960388595471,0.0636921290997412,1.29539528818516,9.02846800626341e-05,-6.61319808263425e-05,-7.44520788793142e-05,0.601308707390066,87.9329840215362,0.212573046920658,0.175438253839461,0.593744915543504,0.062879847542441,-0.784475726476684,0.575525935391337,0.534516520013777
0.129364639860233,0.0295431858407008,0.974663790078601,3.61296501590405e-05,-3.63513443384009e-05,-5.65261361641778e-05,0.678585192276565,83.9581363113112,0.457862767379646,0.137010915606981,0.719616407699212,0.0468947093294196,-0.586995458149227,0.517094305694041,0.688811643771036
0.0529176409204646,0.0773435267997137,1.09821014611976,6.5515023000685e-05,-6.18354238487097e-05,-5.12609417158241e-05,0.759876126013009,79.6684694408998,0.160339831311865,0.114877465589189,0.519801678007566,0.0674081491684696,-0.674316335775703,1.08925485392101,0.461981486669229
0.0922687636618673,0.0582589094313374,1.17131092118856,6.24000038081307e-05,-4.03466786214275e-05,-5.68137731334784e-05,0.621098287426203,87.2892242990562,0.399744347445554,0.172025995764315,0.57651356239755,0.060190178578378,-0.642995729603494,1.03079865570857,0.565603025546949
0.018959174725834,0.0683358449657758,0.793176485448494,8.24814670500183e-05,-3.16846311787392e-05,-7.76066658476057e-05,0.732587645992741,66.3036668314909,0.217732417254061,0.175835034838334,0.452800796882203,0.0413093551427398,-0.517251167885711,0.943597524927743,0.483364424771513
0.0371234992811348,0.0677629919450156,1.30170173681743,6.67186964964323e-05,-4.04699548533404e-05,-5.78371018889671e-05,0.804378671338254,48.743947141978,0.317916275585528,0.187553037599311,0.60878342389261,0.0414611558941503,-0.670285661440715,0.967654031039091,0.600305857756641
0.0999254431954383,0.0461265375730966,0.846488479826658,6.14560415256947e-05,-4.57450526319103e-05,-4.27781592611627e-05,0.591298818917398,75.3992055875602,0.218772800298959,0.144545257418331,0.716180835941224,0.0586013070342635,-0.82789160969186,1.11846093344868,0.620677617806708
0.134671279058062,0.0455614351205567,1.07971729221608,3.15059054399988e-05,-6.58374519677864e-05,-5.40445794979079e-05,0.781031945648106,54.5925197950118,0.415121249099561,0.197939530776728,0.518572413843796,0.0520449688292341,-0.884956630411837,0.734016024557253,0.403937626370951
0.0981605706096021,0.0386756592216133,1.14725910943665,9.97566252952853e-05,-6.20268761928255e-05,-4.63873304448184e-05,0.559665703526434,70.5319030894327,0.252242633298827,0.124610160751757,0.480059402122228,0.0685945082658048,-0.811668064605569,0.888410506778645,0.573067403669795
0.107086899823446,0.0146002436606279,1.30000850254361,8.24325426069073e-05,-5.4196728000467e-05,-7.25682058475632e-05,0.653185920170435,61.5902750795358,0.327219827124317,0.157670985590341,0.689443857119686,0.0360329923685756,-0.663900533613221,0.474245139078051,0.476895470119198
0.0935603786718814,0.0533952613585466,1.01833166913543,8.95427756157347e-05,-6.70003747536739e-05,-4.08044862703172e-05,0.72563051500868,87.7764873722716,0.476761175313491,0.167962811381556,0.488326234272479,0.0322105331893312,-0.595068313062595,0.706595659301057,0.533095782255754
0.0552642287656711,0.0650362906319178,1.22516894887522,7.15601885155068e-05,-3.98996215681173e-05,-6.49158587454291e-05,0.773015166849573,86.9467758018442,0.184747251453452,0.101954261674165,0.552074409379263,0.0437825991272073,-0.875846968995811,1.07315463321507,0.473026784522179
0.0194040622182268,0.00793660881417221,1.36900138865731,3.0955229785104e-05,-4.85565708971551e-05,-4.24343270848319e-05,0.844399670470521,58.4438030889688,0.225312090172328,0.183613765391506,0.705026219983985,0.0301657206901233,-0.550925621525819,0.645529139722139,0.420262798688537
0.0426512687773273,0.0740846803653232,0.964878554209368,7.23619611735339e-05,-6.17080376973624e-05,-4.06867394076598e-05,0.557659937444663,70.6698589776297,0.396475276772096,0.11762382638865,0.697699597279169,0.0580349406862205,-0.535450327230586,0.446191866073633,0.679336101741483
0.0867692861782294,0.0694612036668959,1.42949052780221,9.31102331327042e-05,-3.51957988158644e-05,-4.3265886423892e-05,0.824993595391256,77.0475402106411,0.475224765788197,0.117395614760346,0.64775573022749,0.0336597700559146,-0.89235583455603,0.578246348064455,0.626383873173292
0.0404027389146015,0.0154966631753304,1.23167401463044,4.99133331332589e-05,-6.79490242354944e-05,-7.85551432704181e-05,0.733905652604935,51.817709165626,0.176207180397756,0.144963075663576,0.59549079379108,0.0591446630030832,-0.75116193160573,0.488086430572843,0.50973243064885
0.0747720542723049,0.0873485698619403,0.89127004073147,5.81401222330565e-05,-5.40610947504826e-05,-7.3774215598631e-05,0.736632835183731,49.7218139869588,0.185442136190009,0.120694524107524,0.545062544903248,0.0396453872741472,-0.550560425498492,1.17567937315063,0.674911811625236
0.112614767469501,0.0771794442456266,0.773406553212728,7.17116175199385e-05,-6.73326081865715e-05,-7.7082351395612e-05,0.674377970922921,93.7124366574789,0.186763799869712,0.112525541098424,0.627098003687279,0.068297505864955,-0.669991337763922,0.851079095549447,0.607975044069439
0.0643347812188153,0.0136724082867793,1.41379867300374,6.36102842872256e-05,-3.77181966979274e-05,-5.27157787695061e-05,0.635472893665657,67.4916825373319,0.179067241079969,0.105671843220433,0.627030756200528,0.0723727797024457,-0.781068077626483,1.14735684963061,0.677740543166595
0.0631233750711397,0.034084263240622,1.46888340239663,9.98929629746343e-05,-6.2812341907459e-05,-5.11572998841945e-05,0.679761627587342,74.3059313081597,0.312013177417712,0.147175532044005,0.695303097697472,0.0502076958238302,-0.749017860713601,1.09337017451233,0.428850209984276
0.096492048644037,0.077075544688846,1.12350416216918,4.26919772727399e-05,-3.6876311548672e-05,-5.06114090590955e-05,0.72079467582956,73.0627677383945,0.356388787124651,0.185650761209071,0.460612511665801,0.0661635053416481,-0.658762609794053,1.11573980640452,0.524667224598792
0.109902582942351,0.0584513843315161,1.43147606171126,4.25388125009579e-05,-3.8464365404748e-05,-5.93076591934233e-05,0.668400368941769,94.2259975580266,0.293869261372687,0.108980506245939,0.449051421853551,0.0540871932246994,-0.844166827714536,0.487837485534387,0.588086722679203
0.147298529025211,0.082966610463482,1.24681188096979,7.85416763535701e-05,-5.1182611735429e-05,-7.50713179859457e-05,0.628702658101078,78.4235654017872,0.245000539126119,0.10776669825674,0.714724029576837,0.0398513908254953,-0.664587356924141,0.702151243909324,0.446344943962898
0.0602409171784793,0.0143243087925878,1.44972849704331,8.92617701382485e-05,-5.20530439234711e-05,-7.9172350861067e-05,0.605668121555386,64.7633970189692,0.382811581402179,0.170812740685061,0.727983035843858,0.078574096305649,-0.71789195708114,0.845556753748407,0.605939448170899
0.0207703440220701,0.0789094336055545,1.39234115953703,5.76668227329346e-05,-5.72588482152205e-05,-7.71622958121821e-05,0.773284393859969,45.0377558431231,0.231708141581842,0.192910249060035,0.563064159393283,0.0608725347564284,-0.618855155067674,1.18534118232243,0.437427839402761
0.096868794316013,0.0731912743708084,1.03909662719705,8.971251136847e-05,-5.0194724458366e-05,-5.77014625634501e-05,0.844280399908925,91.9757027248856,0.172389483439092,0.180091300114283,0.417340609356842,0.0485504931266924,-0.609767982132764,1.00335337469764,0.427243200314906
0.081154500213253,0.0835144142904253,0.769840840618417,6.83941322680633e-05,-5.57943481670817e-05,-5.02190631614626e-05,0.7709276964091,82.3286260485444,0.449268746452352,0.107679726830404,0.453711268889473,0.0484712000462188,-0.755524019778861,1.01406653416349,0.666430597005179
0.0803472235142874,0.0367256110816426,1.06412167818152,7.13316168887122e-05,-3.1279202115039e-05,-7.95353307784287e-05,0.824189354289265,46.6095260250731,0.42638026220951,0.179833013669269,0.590352556775192,0.0463587179436426,-0.855511443181833,0.594566604608794,0.58602183399999
0.0285746694014811,0.0595068402849413,1.07342319611588,3.73206811792132e-05,-6.94638969994833e-05,-5.20425222813276e-05,0.516318501953913,72.9353365392905,0.250354411945418,0.12343445790289,0.625149435582241,0.0391139797542555,-0.815644872843567,0.817931969708204,0.616337210830301
0.0728810413594854,0.0495824476435035,1.26784362732014,7.98996618448299e-05,-5.52702449798149e-05,-4.14011681218321e-05,0.548682304809576,60.8423241741979,0.350395936530724,0.155096268225531,0.496481436930123,0.0503560016807712,-0.857064145038774,0.534613375373619,0.673658596877986
0.0887063896045321,0.0248230476911968,1.34741851954116,5.2639365737692e-05,-3.43664261252029e-05,-7.27747573077275e-05,0.806006096461908,88.7400119592583,0.156002990723343,0.136802279343518,0.462384142370406,0.0614396729778654,-0.733969628343297,1.00733041597717,0.632362086784909
0.119846236748813,0.0837843556848207,1.41092458192777,3.05616683267724e-05,-4.37285919346567e-05,-6.81610717207566e-05,0.51759323286853,57.1607794437084,0.492836519669062,0.12431308584658,0.719263900945518,0.0486063824557272,-0.685744646257069,0.789658251934374,0.556898315212666
0.0775388453655612,0.0753620042578407,1.19997507491586,7.43524744427088e-05,-4.86814582912903e-05,-7.36342587809979e-05,0.501209277301266,85.392453774622,0.315512619628583,0.151475313274811,0.675447802648771,0.0721237080944974,-0.79644773291247,0.910022207020596,0.438596097470634
